geneId	group	sample	cateRange	typeMethy	count	mean	std	min	25%	50%	75%	max
106990386	A	A0316	Body	hmd	6.0	32.57575607299805	21.98045539855957	5.0	18.749999523162842	30.83333396911621	43.257575035095215	66.66666412353516
106990386	A	A0316	Body	pmd	14.0	41.528778076171875	16.070417404174805	16.66666603088379	29.167499542236328	40.0	50.0	71.42857360839844
106990386	A	A0316	Distal	hmd	52.0	66.57402038574219	20.854103088378906	25.0	50.0	65.15083122253418	83.3337516784668	100.0
106990386	A	A0316	Distal	lmr	3.0	41.30892562866211	30.2992000579834	13.09428596496582	25.29714298248291	37.5	55.4162483215332	73.3324966430664
106990386	A	A0316	Distal	pmd	68.0	55.083316802978516	23.745220184326172	16.66666603088379	34.451751708984375	49.58300018310547	75.01937484741211	100.0
106990386	A	A0316	Distal	umr	15.0	48.062564849853516	28.73411750793457	10.0	27.55681800842285	45.0	66.57402610778809	100.0
106990386	A	A0316	Upstream	hmd	11.0	55.15156173706055	21.59709358215332	28.571428298950195	40.916500091552734	50.0	72.02337646484375	86.75599670410156
106990386	A	A0316	Upstream	pmd	14.0	73.64734649658203	25.475605010986328	25.0	56.649375915527344	81.30062484741211	95.82979011535645	100.0
106990386	A	A0351	Body	hmd	6.0	41.995059967041016	21.57047462463379	13.333999633789062	27.083333015441895	41.66666603088379	60.22727298736572	66.66666412353516
106990386	A	A0351	Body	pmd	14.0	40.825008392333984	21.023509979248047	16.66666603088379	25.0	36.25	52.30749988555908	85.71428680419922
106990386	A	A0351	Distal	hmd	52.0	67.0036849975586	22.480222702026367	25.0	50.0	63.3806266784668	87.5	100.0
106990386	A	A0351	Distal	lmr	3.0	52.976192474365234	28.026803970336914	21.428571701049805	41.96428680419922	62.5	68.75	75.0
106990386	A	A0351	Distal	pmd	68.0	59.63289260864258	27.197572708129883	13.332500457763672	34.69024848937988	52.726999282836914	85.7641658782959	100.0
106990386	A	A0351	Distal	umr	15.0	46.94389343261719	28.198165893554688	8.332500457763672	23.214285850524902	50.00062561035156	62.5	100.0
106990386	A	A0351	Upstream	hmd	11.0	57.752685546875	25.86104965209961	25.0	38.75	50.0	74.72275161743164	100.0
106990386	A	A0351	Upstream	pmd	14.0	68.86554718017578	25.274433135986328	25.0	47.686875343322754	80.77708435058594	86.01385498046875	93.75
106990386	A	AH003	Body	hmd	6.0	36.21445846557617	18.11931800842285	15.0	20.83395767211914	38.62416648864746	46.4244327545166	61.11000061035156
106990386	A	AH003	Body	pmd	14.0	40.3036003112793	19.994117736816406	9.260000228881836	29.79212474822998	36.86750030517578	53.36519241333008	75.84928894042969
106990386	A	AH003	Distal	hmd	52.0	64.21873474121094	23.342138290405273	8.332500457763672	45.09156131744385	63.121944427490234	86.56708526611328	100.0
106990386	A	AH003	Distal	lmr	3.0	49.79166793823242	34.154598236083984	25.0	30.3125	35.625	62.1875	88.75
106990386	A	AH003	Distal	pmd	68.0	55.090118408203125	25.281452178955078	12.5	33.779062271118164	48.2137508392334	81.28916549682617	100.0
106990386	A	AH003	Distal	umr	15.0	51.556114196777344	26.329769134521484	16.667499542236328	34.28113555908203	42.1875	69.83222007751465	95.0
106990386	A	AH003	Upstream	hmd	11.0	54.72784423828125	21.441974639892578	23.29857063293457	40.833499908447266	48.0	73.72999954223633	89.97699737548828
106990386	A	AH003	Upstream	pmd	14.0	67.6229476928711	26.09418487548828	16.667499542236328	51.01208305358887	75.33791732788086	88.05062294006348	95.45500183105469
106990386	B	B0316	Body	hmd	4.0	40.72294235229492	11.518418312072754	33.33333206176758	33.33333206176758	35.98484802246094	43.374460220336914	57.588748931884766
106990386	B	B0316	Body	lmr	1.0	0.0		0.0	0.0	0.0	0.0	0.0
106990386	B	B0316	Body	pmd	15.0	46.1499137878418	22.58245849609375	13.333999633789062	31.009614944458008	36.4587516784668	63.928571701049805	87.5
106990386	B	B0316	Distal	hmd	67.0	56.64926528930664	23.670063018798828	0.0	41.66683387756348	50.0	75.34749984741211	100.0
106990386	B	B0316	Distal	lmr	5.0	23.66699981689453	33.049346923828125	0.0	0.0	0.0	50.0	68.33499908447266
106990386	B	B0316	Distal	pmd	64.0	56.57460021972656	27.676105499267578	0.0	37.5	58.33449935913086	82.55999755859375	100.0
106990386	B	B0316	Upstream	hmd	8.0	65.91670989990234	23.94223976135254	20.0	57.291666984558105	73.25	82.5004997253418	88.33300018310547
106990386	B	B0316	Upstream	pmd	17.0	63.09752655029297	21.93345832824707	37.5	43.54666519165039	61.11000061035156	83.3324966430664	100.0
106990386	B	B0351	Body	hmd	4.0	39.2895622253418	7.735649585723877	33.33333206176758	33.33333206176758	37.121212005615234	43.077444076538086	49.58250045776367
106990386	B	B0351	Body	lmr	1.0	0.0		0.0	0.0	0.0	0.0	0.0
106990386	B	B0351	Body	pmd	15.0	41.27291488647461	21.427204132080078	10.0	27.34850025177002	35.71428680419922	56.5625	84.72333526611328
106990386	B	B0351	Distal	hmd	67.0	56.65036392211914	23.826805114746094	0.0	38.84466743469238	50.0	75.93999862670898	96.15499877929688
106990386	B	B0351	Distal	lmr	5.0	20.638999938964844	32.31187438964844	0.0	0.0	0.0	29.44499969482422	73.75
106990386	B	B0351	Distal	pmd	64.0	57.17012023925781	29.085847854614258	0.0	35.71395778656006	56.94687461853027	82.49875068664551	100.0
106990386	B	B0351	Upstream	hmd	8.0	71.2432861328125	24.096107482910156	33.334999084472656	56.59708309173584	79.5009994506836	87.91650009155273	97.88899993896484
106990386	B	B0351	Upstream	pmd	17.0	64.38127899169922	24.45769691467285	20.485000610351562	46.875	76.1449966430664	80.3566665649414	100.0
106990386	B	BH003	Body	hmd	4.0	38.44686508178711	6.103781223297119	33.33333206176758	33.33333206176758	37.49979019165039	42.613322257995605	45.45454406738281
106990386	B	BH003	Body	lmr	1.0	0.0		0.0	0.0	0.0	0.0	0.0
106990386	B	BH003	Body	pmd	15.0	44.49741744995117	24.91729736328125	10.0	30.128204345703125	35.71428680419922	61.11111068725586	100.0
106990386	B	BH003	Distal	hmd	67.0	58.392337799072266	24.53559684753418	0.0	41.33333396911621	50.0	75.0	100.0
106990386	B	BH003	Distal	lmr	5.0	24.0	33.61547088623047	0.0	0.0	0.0	50.0	70.0
106990386	B	BH003	Distal	pmd	64.0	57.313087463378906	27.68784523010254	0.0	40.86400032043457	56.774749755859375	82.45125007629395	100.0
