geneId	group	sample	cateRange	typeMethy	count	mean	std	min	25%	50%	75%	max
105616398	A	A0316	Distal	amd	180.0	54.04172134399414	23.431278228759766	5.554999828338623	33.33458232879639	51.428714752197266	75.11156272888184	98.1500015258789
105616398	A	A0351	Distal	amd	180.0	57.57604217529297	25.674707412719727	5.357500076293945	38.01446342468262	52.02446365356445	79.1675033569336	100.0
105616398	A	AH003	Distal	amd	180.0	54.26094436645508	26.298240661621094	2.0833332538604736	33.25874900817871	53.82000160217285	76.9997501373291	100.0
105616398	B	B0316	Distal	amd	180.0	52.68891143798828	28.426013946533203	0.0	32.09312629699707	50.23800086975098	75.0	100.0
105616398	B	B0351	Distal	amd	180.0	50.75931930541992	28.452505111694336	0.0	31.116666793823242	50.0	75.0	100.0
105616398	B	BH003	Distal	amd	180.0	54.53001403808594	29.777782440185547	0.0	33.052918434143066	51.041250228881836	79.1656265258789	100.0
105616398	C	C0316	Distal	amd	180.0	56.970943450927734	24.629446029663086	0.0	39.74708366394043	56.904762268066406	77.79499816894531	100.0
105616398	C	C0351	Distal	amd	180.0	56.118263244628906	25.415565490722656	0.0	39.89562511444092	57.396249771118164	77.14812469482422	100.0
105616398	C	CH003	Distal	amd	180.0	59.50442886352539	26.258554458618164	0.0	41.34500026702881	61.25767517089844	80.0	100.0
105616398	D	D0316	Distal	amd	180.0	61.20524215698242	27.74413299560547	0.0	39.72249984741211	60.416250228881836	87.5	100.0
105616398	D	D0351	Distal	amd	180.0	54.06277084350586	26.92293930053711	0.0	34.83250045776367	53.21333312988281	75.83270645141602	100.0
105616398	D	DH003	Distal	amd	180.0	53.127052307128906	26.753578186035156	0.0	34.34553527832031	50.0	77.35708236694336	100.0
